state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,churn,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction
NJ,35,408,0,0,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0,518.8,525.6999999999999,48.379999999999995,50.239999999999995,243,248,0.8064516129032258
WY,134,510,0,0,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1,769.2,781.5,80.67,83.99,308,318,0.0
LA,123,510,0,1,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0,672.5,679.1,66.86,68.64,240,242,1.2396694214876034
NV,124,415,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0,699.2,709.6,67.94,70.75,289,295,1.0169491525423728
WV,133,510,0,0,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0,561.1,567.6,54.86,56.62,277,280,0.7142857142857143
AR,185,415,0,1,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0,605.4,615.0,57.21,59.8,324,330,0.0
SC,1,415,0,1,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,0,493.2,503.2,47.43,50.13,248,250,0.4
KS,107,415,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0,492.59999999999997,502.4,58.83,61.48,366,371,0.2695417789757413
NY,91,415,0,1,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0,561.2,567.4000000000001,54.620000000000005,56.290000000000006,302,305,0.32786885245901637
MI,178,408,1,0,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,1,533.9,545.3,45.24,48.32,325,327,0.6116207951070336
MA,123,415,0,0,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0,686.0,695.8,66.54,69.19000000000001,264,275,0.36363636363636365
UT,170,415,0,0,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,1,713.2,721.9000000000001,74.51,76.86,285,289,0.34602076124567477
HI,135,415,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0,584.2,592.6,56.61,58.88,253,255,0.39215686274509803
PA,85,408,0,0,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0,594.4,604.3,55.379999999999995,58.05,287,290,0.3448275862068966
OR,134,415,0,1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,0,478.40000000000003,489.50000000000006,52.949999999999996,55.949999999999996,341,345,0.5797101449275363
TN,148,415,0,1,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0,540.3,551.1999999999999,42.3,45.239999999999995,316,318,0.3144654088050315
CT,93,415,0,0,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1,653.9,662.3,72.81000000000002,75.08000000000001,337,343,0.2915451895043732
AZ,138,415,0,0,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0,511.0,522.6,58.879999999999995,62.01,294,295,0.0
OR,159,510,0,0,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,0,566.4,578.6,47.55,50.839999999999996,307,312,0.0
DE,103,415,0,1,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,0,464.6,476.40000000000003,43.94,47.129999999999995,265,272,0.3676470588235294
MA,150,408,0,1,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0,616.3,623.5,60.17,62.11,303,309,0.0
CT,37,408,0,0,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0,619.5,634.2,54.67,58.64,341,343,0.8746355685131195
AR,33,415,1,0,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,0,440.90000000000003,447.3,46.46,48.19,305,309,0.0
SD,55,415,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0,579.9,589.0,64.5,66.96,267,271,0.36900369003690037
CT,134,408,0,1,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,0,451.0,467.6,38.33,42.81,335,338,0.0
CT,107,408,0,0,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0,467.6,473.20000000000005,40.68,42.19,295,300,0.6666666666666667
MA,80,408,0,1,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0,661.8000000000001,665.6,63.83,64.86,338,342,0.29239766081871343
MS,78,408,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,1,541.1,549.0,46.31999999999999,48.449999999999996,351,356,0.2808988764044944
MT,85,408,0,1,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,1,488.7,498.0,42.550000000000004,45.06,279,286,1.3986013986013985
AK,61,415,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,0,699.8000000000001,709.8000000000001,70.55,73.25,312,315,0.6349206349206349
DE,97,415,0,1,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0,656.0,662.7,63.209999999999994,65.02,252,256,1.953125
OH,136,408,1,0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0,525.7,536.1,52.260000000000005,55.07000000000001,338,347,0.5763688760806917
MN,135,408,0,0,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0,475.70000000000005,479.50000000000006,46.24,47.27,266,275,1.090909090909091
CA,87,415,0,1,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,0,602.4000000000001,602.4000000000001,55.32,55.32,289,289,0.34602076124567477
OH,165,510,0,0,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,0,633.4000000000001,646.2,65.63000000000001,69.09,244,245,0.0
NV,148,415,0,0,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,1,761.7,769.6,77.26,79.39,290,292,0.684931506849315
SC,99,415,0,0,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,0,484.79999999999995,492.49999999999994,47.540000000000006,49.620000000000005,346,348,0.5747126436781609
WV,123,415,0,0,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,0,517.1999999999999,526.3,52.620000000000005,55.080000000000005,266,268,0.7462686567164178
NM,127,415,1,0,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,0,635.3,648.3,69.53999999999999,73.05,310,313,0.3194888178913738
WY,151,415,0,0,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,0,477.2,481.5,50.25,51.41,272,275,0.0
CA,185,408,0,0,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,0,547.9,558.6999999999999,52.11,55.03,286,290,0.3448275862068966
KS,65,415,0,1,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,0,565.5,578.0,57.239999999999995,60.62,312,316,1.2658227848101267
WY,58,510,0,0,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,0,617.6,632.0,64.02,67.91,322,324,1.2345679012345678
OK,104,415,0,0,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,0,459.9,470.4,41.239999999999995,44.08,272,278,0.7194244604316548
UT,44,415,0,0,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,0,633.7,642.0,60.36,62.6,336,339,0.0
MA,58,408,0,0,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,0,622.6,622.6,60.449999999999996,60.449999999999996,321,321,1.2461059190031152
UT,108,415,0,0,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,0,576.1999999999999,585.5999999999999,58.82,61.36,288,293,0.0
MN,132,510,0,0,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,0,570.2,580.9000000000001,50.980000000000004,53.870000000000005,332,336,0.2976190476190476
NE,80,415,0,0,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0,506.7,522.6,46.050000000000004,50.34,242,244,0.819672131147541
OH,162,415,0,0,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,0,624.1,634.3000000000001,54.66,57.41,301,303,0.6600660066006601
KY,110,510,0,0,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,0,586.5,603.2,49.82,54.33,242,245,0.8163265306122449
WA,96,415,0,0,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,1,778.1999999999999,788.4999999999999,79.51,82.29,306,309,0.3236245954692557
NY,168,408,0,0,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2,1,567.5,579.1,55.57,58.7,368,370,0.5405405405405406
IN,72,510,0,0,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,1,814.8000000000001,819.8000000000001,82.0,83.35,356,359,1.1142061281337048
CO,125,408,0,1,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0,506.8,517.0,46.98,49.73,319,322,0.3105590062111801
DC,170,510,0,0,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,0,613.3,623.0999999999999,58.81,61.46,309,312,0.641025641025641
AK,71,510,0,0,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0,608.6,623.5,59.81,63.83,295,299,1.0033444816053512
SC,124,415,0,0,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0,425.5,438.4,45.03,48.51,358,370,0.2702702702702703
KS,68,415,0,0,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,0,650.8,661.6999999999999,65.3,68.24,291,297,0.6734006734006733
UT,97,415,0,0,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,0,384.6,396.40000000000003,43.45,46.64,228,234,0.4273504273504274
IL,98,510,1,0,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,0,609.2,611.3000000000001,59.48,60.05,230,234,0.4273504273504274
DC,24,408,0,0,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,1,518.6,527.2,47.21,49.53,223,226,0.8849557522123894
DC,136,510,0,0,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,0,637.3,647.0999999999999,62.6,65.25,277,279,0.0
OK,44,408,0,0,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,1,680.1,689.6,73.74,76.30999999999999,279,281,0.0
KY,96,415,0,1,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0,441.3,454.7,41.68,45.3,362,366,0.0
NE,31,415,0,0,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,0,446.59999999999997,453.59999999999997,42.699999999999996,44.589999999999996,307,312,0.3205128205128205
AL,72,415,0,0,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,0,690.2,703.5,62.32,65.91,290,295,0.0
HI,24,415,0,0,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,0,451.29999999999995,458.59999999999997,43.43000000000001,45.400000000000006,321,326,0.3067484662576687
SC,112,415,0,1,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0,731.7,743.2,71.35,74.46,293,294,1.3605442176870748
GA,117,415,1,0,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,1,700.2,710.2,77.82000000000001,80.52000000000001,288,291,0.3436426116838488
KS,137,415,0,1,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0,628.0,635.8,59.82,61.93,351,353,0.0
PA,136,408,0,0,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,0,395.3,405.1,39.339999999999996,41.989999999999995,264,269,0.0
UT,95,415,0,0,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,0,647.5,661.5,59.26,63.04,310,312,0.0
OR,82,415,0,1,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,0,591.9,596.0,54.81,55.92,252,256,0.390625
ND,145,415,0,0,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,1,773.2,782.2,76.99,79.42,322,335,0.2985074626865672
KY,56,415,1,0,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0,630.0,640.5,59.19,62.03,291,296,0.33783783783783783
MN,155,408,1,0,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,0,551.4,561.4,62.260000000000005,64.96000000000001,355,360,0.5555555555555556
OH,133,408,0,0,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,1,561.1,572.9,47.94,51.129999999999995,324,328,0.0
TX,53,415,0,0,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0,565.5999999999999,578.4999999999999,48.0,51.48,305,312,0.641025641025641
WY,123,415,0,0,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,1,736.9,745.1,72.48,74.69,309,312,1.6025641025641024
GA,136,415,0,0,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0,662.4000000000001,672.2,60.21,62.86,292,296,2.364864864864865
TX,57,415,0,0,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,0,577.1,585.5,54.41,56.68,328,332,0.9036144578313252
WV,62,408,0,0,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0,491.79999999999995,502.09999999999997,45.0,47.78,312,317,0.31545741324921134
NM,112,415,0,0,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0,490.50000000000006,499.1000000000001,43.0,45.32,281,299,0.33444816053511706
MI,55,415,0,1,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0,623.9,631.1999999999999,62.02,63.99,314,315,0.31746031746031744
NC,95,408,0,0,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,1,600.0999999999999,606.3999999999999,51.73,53.43,299,301,1.9933554817275747
NY,125,415,0,0,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0,653.7,662.8000000000001,66.97,69.42999999999999,267,271,0.36900369003690037
TX,1,415,0,0,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,1,469.3,479.3,49.28,51.980000000000004,287,290,1.7241379310344827
KY,98,415,0,1,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,1,503.9,511.9,50.2,52.36,326,328,1.8292682926829267
SD,105,415,0,0,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0,611.1,616.5,65.95,67.41,303,308,0.3246753246753247
ID,113,415,0,1,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,0,602.2,613.8000000000001,57.42,60.550000000000004,277,284,0.0
OR,99,408,0,0,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1,704.5999999999999,712.4999999999999,72.34,74.47,224,225,1.3333333333333335
WI,103,415,0,0,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,0,459.59999999999997,467.99999999999994,47.11,49.38,353,356,0.2808988764044944
WV,177,408,0,0,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,0,606.6,614.6,62.239999999999995,64.39999999999999,284,289,0.34602076124567477
SC,149,415,0,1,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,0,574.5,584.7,55.41,58.16,336,342,0.0
CT,160,415,0,0,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,1,725.0,738.9,72.82000000000001,76.57000000000001,371,373,0.2680965147453083
NV,116,408,0,0,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0,510.5,518.4,45.370000000000005,47.50000000000001,252,254,0.7874015748031495
ND,90,415,0,1,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,0,578.4,584.8,50.86,52.589999999999996,292,304,0.3289473684210526
MI,148,415,1,0,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,1,543.5,553.1,61.150000000000006,63.74000000000001,249,251,0.0
MT,147,415,0,1,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1,550.5,560.6,55.07,57.8,323,327,0.6116207951070336
NE,95,510,0,0,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0,470.8,481.2,36.54,39.35,319,324,0.0
UT,201,510,0,0,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,0,633.0,640.0,64.08,65.97,261,267,0.37453183520599254
WV,80,415,0,0,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0,518.5,530.3,47.540000000000006,50.730000000000004,298,302,0.0
AR,122,415,1,0,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0,601.0,612.5,54.08,57.19,307,312,0.3205128205128205
MT,132,408,0,0,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0,568.4,575.1,55.92,57.730000000000004,312,314,0.0
UT,83,510,0,0,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,0,671.6,684.6,64.92999999999999,68.44,271,276,0.36231884057971014
HI,99,408,0,0,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,1,553.1,561.9,50.18,52.56,305,308,2.272727272727273
KS,84,415,0,0,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,1,702.9,717.1999999999999,70.89,74.75,299,302,0.9933774834437087
NY,46,415,0,0,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,0,484.2,493.9,43.75,46.37,227,233,0.4291845493562232
OH,87,510,0,0,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0,651.2,660.1,57.44,59.839999999999996,375,380,0.5263157894736842
HI,150,415,0,0,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,0,649.0,656.9,63.650000000000006,65.78,305,309,0.3236245954692557
KS,73,408,0,0,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0,462.3,473.1,51.839999999999996,54.76,258,264,0.3787878787878788
IN,7,415,0,0,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,0,646.3,657.3,66.16,69.13,247,252,1.1904761904761905
OR,89,415,0,1,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0,541.2,551.7,53.91,56.75,344,347,0.5763688760806917
NY,131,408,1,0,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,1,389.0,402.7,37.55,41.25,272,275,1.090909090909091
VA,105,415,0,0,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,0,656.9,668.9,68.98,72.22,229,234,1.282051282051282
MI,108,408,1,0,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,1,462.5,476.3,43.65,47.379999999999995,269,272,0.7352941176470588
ID,47,415,0,1,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,0,514.3,522.5999999999999,50.260000000000005,52.50000000000001,312,318,0.3144654088050315
MO,101,415,1,0,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,0,494.1,501.40000000000003,47.0,48.97,339,344,0.29069767441860467
AL,182,415,0,1,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,0,462.5,474.1,42.56,45.690000000000005,329,332,0.30120481927710846
OR,161,408,0,0,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,0,561.0999999999999,573.5999999999999,56.63,60.010000000000005,231,234,0.4273504273504274
VT,128,408,0,0,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,1,722.0,727.5,73.08000000000001,74.57000000000001,283,290,0.3448275862068966
AZ,69,415,0,1,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,0,539.5,552.7,56.31,59.870000000000005,282,284,0.7042253521126761
VA,113,408,0,1,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0,347.5,360.8,26.619999999999997,30.209999999999997,263,266,0.37593984962406013
PA,87,408,0,1,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,0,633.4000000000001,641.2,69.99,72.1,332,334,0.0
CO,71,415,0,0,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0,689.7,702.0,67.53999999999999,70.85999999999999,296,299,0.0
KY,76,415,0,0,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0,669.4000000000001,679.0000000000001,64.62,67.21000000000001,264,269,0.37174721189591076
NJ,87,510,0,0,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0,640.0,654.5,61.8,65.72,278,282,1.0638297872340425
IL,117,408,0,0,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0,495.8,507.3,44.69,47.8,287,290,0.3448275862068966
WA,177,415,0,0,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,1,716.0,724.9,74.49,76.89,228,236,1.2711864406779663
WV,95,415,0,0,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0,523.3,532.6999999999999,46.44,48.98,279,282,0.3546099290780142
RI,76,415,0,0,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,0,519.9,536.1,55.07,59.44,253,256,0.390625
OH,66,415,0,0,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0,622.1,632.6,59.49,62.33,318,320,0.625
MO,110,415,0,0,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0,542.5,552.4,52.61,55.28,367,374,0.267379679144385
MD,204,510,0,0,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,0,551.4,565.5,56.650000000000006,60.46000000000001,317,322,0.9316770186335404
OH,32,415,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,0,623.1,636.1,64.49,68.0,319,321,0.0
VA,133,408,0,1,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0,622.4000000000001,629.1000000000001,68.14,69.95,269,272,1.8382352941176472
FL,185,408,0,0,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,0,455.5,467.6,38.989999999999995,42.26,290,293,0.6825938566552902
CO,103,415,0,1,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,0,640.0999999999999,650.6999999999999,57.669999999999995,60.529999999999994,296,299,0.33444816053511706
NY,91,510,0,0,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,0,506.09999999999997,517.1999999999999,44.09,47.09,289,292,0.3424657534246575
WV,131,415,0,0,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0,631.6,636.8000000000001,60.36,61.76,308,314,0.6369426751592357
LA,153,510,0,0,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,0,521.0,532.8,50.040000000000006,53.230000000000004,378,382,0.0
MA,132,415,0,1,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,0,612.1999999999999,619.3,52.49,54.410000000000004,290,297,0.6734006734006733
UT,148,510,0,0,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,0,599.4,614.0,58.39,62.33,348,357,0.2801120448179272
AL,141,408,0,0,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,0,688.4,694.4,70.7,72.32000000000001,274,277,1.8050541516245486
ME,105,415,0,0,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,0,524.1,536.3000000000001,48.760000000000005,52.050000000000004,347,349,0.5730659025787965
TX,169,408,0,0,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,1,712.5999999999999,726.3999999999999,71.74000000000001,75.47000000000001,304,307,0.9771986970684038
ND,127,415,0,1,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0,555.0,564.8,56.370000000000005,59.02,247,251,0.398406374501992
CO,57,415,0,0,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,0,511.3,521.4,41.5,44.23,312,314,0.0
LA,123,415,0,1,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,0,481.79999999999995,484.69999999999993,44.6,45.38,245,252,0.0
MT,103,510,0,1,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,1,406.20000000000005,420.1,40.43,44.18,259,261,1.532567049808429
OR,101,415,0,0,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,0,371.5,383.0,39.529999999999994,42.63999999999999,247,252,0.3968253968253968
NH,123,415,0,1,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,0,398.40000000000003,414.00000000000006,45.83,50.04,273,285,0.7017543859649122
NE,78,510,0,1,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,0,648.6,659.4,63.160000000000004,66.08,291,295,2.0338983050847457
